geneNames	PBMC_CD4_T_cells	PBMC_B_cells	PBMC_Monocytes	PBMC_NK_cells	PBMC_CD8_T_cells	PBMC_Dendritic_cells	PBMC_Megakaryocytes
ENSG00000179300	0	0	0	0	0	0	0
ENSG00000147145	0	0	0	0	0	0	0
ENSG00000078589	1.98772469571248e-05	6.69946925315806e-05	4.62894386016886e-06	3.32420285615509e-06	5.98946775132344e-05	5.98168408333682e-06	0
ENSG00000147138	2.57668016110877e-06	1.48877094514623e-06	1.15723596504222e-06	0	3.07152192375561e-06	0	0
ENSG00000078596	0.00012625732789433	1.48877094514623e-05	6.36479780773219e-06	5.31872456984815e-05	8.60026138651571e-05	1.79450522500105e-05	0.000129858886676478
ENSG00000122145	0	0	0	0	0	0	0
ENSG00000174016	0	0	0	0	0	0	0
ENSG00000165288	2.94477732698145e-06	1.48877094514623e-06	6.36479780773219e-06	0	1.53576096187781e-06	5.98168408333682e-06	0
ENSG00000198157	4.04906882459949e-06	7.44385472573117e-06	5.78617982521108e-07	0	3.07152192375561e-06	5.98168408333682e-06	0
ENSG00000131171	0.000219017813694245	0.000324552066041879	0.000483146015405125	0.000279233039917028	0.000230364144281671	0.000334974308666862	0.000735867024500043
ENSG00000272066	0	0	0	0	0	0	0
ENSG00000196767	0	0	0	0	0	0	0
ENSG00000272294	0	0	0	0	0	0	0
ENSG00000183035	0	0	0	0	0	0	0
ENSG00000072133	0	0	0	0	0	0	0
ENSG00000165259	1.84048582936341e-06	2.97754189029247e-06	1.73585394756332e-06	0	4.60728288563342e-06	0	0
ENSG00000155008	7.36194331745362e-07	1.48877094514623e-06	2.89308991260554e-06	3.32420285615509e-06	0	0	0
ENSG00000184788	0	0	0	0	0	0	0
ENSG00000235461	0	0	0	0	0	0	0
ENSG00000147180	7.36194331745362e-07	1.48877094514623e-06	0	0	0	0	0
ENSG00000124429	0	0	0	0	0	0	0
ENSG00000188419	3.68097165872681e-06	4.4663128354387e-06	5.78617982521108e-07	0	0	5.98168408333682e-06	0
ENSG00000126733	0	0	0	0	0	0	0
ENSG00000102271	0	0	0	0	0	0	0
ENSG00000147183	0	0	0	0	0	0	0
ENSG00000225012	0	0	0	0	0	0	0
ENSG00000153779	0	0	0	0	0	0	0
ENSG00000206062	0	0	0	0	0	0	0
ENSG00000234161	0	0	0	0	0	0	0
ENSG00000174740	0	0	0	0	0	0	0
ENSG00000102290	0	0	0	0	0	0	0
ENSG00000186310	1.84048582936341e-06	0	5.78617982521108e-07	3.32420285615509e-06	1.53576096187781e-06	0	0
ENSG00000179083	0	0	0	0	0	0	0
ENSG00000147202	4.78526315634485e-06	8.93262567087741e-06	1.38868315805066e-05	9.97260856846528e-06	1.53576096187781e-06	1.19633681666736e-05	0
ENSG00000204086	1.10429149761804e-06	1.48877094514623e-06	5.78617982521108e-07	0	0	0	0
ENSG00000236256	0	0	0	0	0	0	0
ENSG00000165194	0	0	0	0	0	0	0
ENSG00000000005	0	0	0	0	0	0	0
ENSG00000000003	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000102359	0	0	0	0	0	0	0
ENSG00000261295	0	0	0	0	0	0	0
ENSG00000102362	3.68097165872681e-07	0	0	0	0	0	8.65725911176522e-05
ENSG00000101811	2.57668016110877e-06	2.97754189029247e-06	2.89308991260554e-06	6.64840571231019e-06	1.53576096187781e-06	0	0
ENSG00000007952	0	0	0	0	0	0	0
ENSG00000182489	0	0	0	0	0	0	0
ENSG00000174225	0	0	0	0	0	0	0
ENSG00000188917	1.06748178103078e-05	1.19101675611699e-05	6.9434157902533e-06	9.97260856846528e-06	4.60728288563342e-06	0	0
ENSG00000126950	0	0	0	0	0	0	0
ENSG00000102384	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000102385	0	0	0	0	0	0	0
ENSG00000102387	0	0	0	0	0	0	0
ENSG00000126953	8.09813764919898e-06	4.4663128354387e-06	5.78617982521108e-06	1.32968114246204e-05	3.07152192375561e-06	0	0
ENSG00000010671	6.25765181983558e-06	0.000174186200582109	8.15851355354762e-05	6.64840571231019e-06	4.60728288563342e-06	8.37435771667155e-05	0.000259717773352956
ENSG00000241343	0.00192588437184587	0.00140242223032775	0.00110863205451044	0.000634922745525623	0.00140061399723256	0.0012501719734174	0.000865725911176522
ENSG00000257529	0	0	0	0	0	0	0
ENSG00000102393	4.04906882459949e-06	1.33989385063161e-05	2.89308991260554e-05	1.66210142807755e-05	6.14304384751122e-06	0	0.000389576660029435
ENSG00000126945	3.64416194213954e-05	3.87080445738021e-05	6.01762701821952e-05	7.97808685477223e-05	4.91443507800898e-05	4.18717885833578e-05	4.32862955588261e-05
ENSG00000196440	1.10429149761804e-06	1.48877094514623e-06	2.31447193008443e-06	0	1.53576096187781e-06	0	0
ENSG00000126947	2.57668016110877e-06	1.48877094514623e-06	3.47170789512665e-06	0	0	1.79450522500105e-05	0
ENSG00000198960	2.20858299523609e-06	2.97754189029247e-06	0	3.32420285615509e-06	3.07152192375561e-06	5.98168408333682e-06	0
ENSG00000102401	2.6502995942833e-05	4.01968155189483e-05	1.85157754406755e-05	2.65936228492408e-05	2.76436973138005e-05	2.99084204166841e-05	0
ENSG00000228275	0	0	0	0	0	0	0
ENSG00000184867	3.68097165872681e-06	1.33989385063161e-05	0	0	0	0	0
ENSG00000126952	0	0	0	0	0	0	0
ENSG00000166432	6.99384615158094e-06	1.19101675611699e-05	2.89308991260554e-06	9.97260856846528e-06	4.60728288563342e-06	5.98168408333682e-06	0
ENSG00000184905	1.47238866349072e-06	0	0	0	0	0	0
ENSG00000204071	0	0	0	0	0	0	0
ENSG00000184515	1.58281781325253e-05	2.97754189029247e-06	2.89308991260554e-06	2.32694199930857e-05	1.22860876950224e-05	0	0
ENSG00000185554	0	0	0	0	0	0	0
ENSG00000215046	0	0	0	0	0	0	0
ENSG00000185945	0	0	0	0	0	0	0
ENSG00000215029	0	0	0	0	0	0	0
ENSG00000158164	0	0	0	0	0	0	0
ENSG00000125962	1.7300566796016e-05	2.97754189029247e-06	4.05032587764776e-06	3.32420285615509e-06	6.14304384751122e-06	5.98168408333682e-06	0
ENSG00000270050	0	1.48877094514623e-06	0	0	0	0	0
ENSG00000198932	1.84048582936341e-06	1.48877094514623e-06	1.15723596504222e-06	0	0	0	0
ENSG00000158301	0	0	0	0	0	0	0
ENSG00000198908	0	0	0	0	0	0	0
ENSG00000223546	1.10429149761804e-06	0	0	0	1.53576096187781e-06	0	0
ENSG00000239407	0	0	0	0	0	0	0
ENSG00000102128	0	0	0	0	0	0	0
ENSG00000234050	0	0	0	0	0	0	0
ENSG00000133169	1.84048582936341e-06	0	1.73585394756332e-06	0	0	0	0
ENSG00000147206	0	0	0	0	0	0	0
ENSG00000102409	8.4294250984844e-05	5.50845249704107e-05	3.06667530736187e-05	8.64292742600324e-05	3.68582630850673e-05	7.17802090000419e-05	0
ENSG00000180964	7.6196113335645e-05	3.87080445738021e-05	5.09183824618575e-05	9.30776799723426e-05	5.68231555894788e-05	6.57985249167051e-05	4.32862955588261e-05
ENSG00000204065	0	0	0	0	0	0	0
ENSG00000133134	8.46623481507167e-05	4.4663128354387e-05	4.62894386016886e-06	3.6566231417706e-05	8.44668529032793e-05	5.98168408333682e-06	0
ENSG00000182916	0	0	0	0	0	0	0
ENSG00000185222	3.68097165872681e-06	0	1.15723596504222e-06	0	1.53576096187781e-06	0	0.000173145182235304
ENSG00000166681	8.50304453165893e-05	1.48877094514623e-06	4.62894386016886e-06	1.32968114246204e-05	1.53576096187781e-05	5.98168408333682e-06	0.00320318587135313
ENSG00000234405	0	0	0	0	0	0	0
ENSG00000172476	0	0	0	0	0	0	0
ENSG00000133142	3.86502024166315e-05	2.82866479577785e-05	1.27295956154644e-05	9.97260856846528e-06	1.99648925044115e-05	5.38351567500314e-05	4.32862955588261e-05
ENSG00000196507	1.58281781325253e-05	1.19101675611699e-05	8.67926973781662e-06	1.66210142807755e-05	1.53576096187781e-05	1.79450522500105e-05	0
ENSG00000224031	0	0	0	0	0	0	0
ENSG00000172465	1.50919838007799e-05	1.19101675611699e-05	1.04151236853799e-05	1.99452171369306e-05	2.45721753900449e-05	3.58901045000209e-05	0
ENSG00000123562	5.44783805491568e-05	4.01968155189483e-05	3.7610168863872e-05	6.9808259979257e-05	6.75734823226234e-05	3.58901045000209e-05	0
ENSG00000231154	1.10429149761804e-06	1.48877094514623e-06	1.15723596504222e-06	0	0	0	0
ENSG00000188828	0	0	0	0	0	0	0
ENSG00000179363	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000123560	0	0	0	0	0	0	0
ENSG00000123570	0	0	0	0	0	0	0
ENSG00000231728	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000158427	1.84048582936341e-06	5.95508378058494e-06	5.78617982521108e-07	0	4.60728288563342e-06	0	0
ENSG00000123569	0	0	0	0	0	0	0
ENSG00000101812	0	0	0	0	0	0	0
ENSG00000176274	5.15336032221754e-06	5.95508378058494e-06	8.10065175529551e-06	6.64840571231019e-06	4.60728288563342e-06	0	0
ENSG00000166707	2.20858299523609e-06	1.04213966160236e-05	5.78617982521108e-07	9.97260856846528e-06	4.60728288563342e-06	0	0
ENSG00000123575	6.25765181983558e-06	1.04213966160236e-05	4.05032587764776e-06	9.97260856846528e-06	7.67880480938903e-06	5.98168408333682e-06	0
ENSG00000123576	0	0	0	0	0	0	0
ENSG00000189108	0	0	0	0	0	0	0
ENSG00000133149	0	0	0	0	0	0	0
ENSG00000123572	0	0	0	0	0	0	0
ENSG00000123561	0	0	0	0	0	0	0
ENSG00000157502	0	0	0	0	0	0	0
ENSG00000147231	1.84048582936341e-06	4.4663128354387e-06	1.15723596504222e-06	0	1.53576096187781e-06	0	0
ENSG00000133135	0	0	0	0	0	0	0
ENSG00000133138	7.36194331745362e-07	0	0	0	0	0	0
ENSG00000133131	2.94477732698145e-06	0	1.15723596504222e-06	3.32420285615509e-06	0	0	0
ENSG00000147223	0	0	0	0	0	0	0
ENSG00000165376	0	0	0	0	0	0	0
ENSG00000089682	8.46623481507167e-06	7.44385472573117e-06	4.05032587764776e-06	1.32968114246204e-05	9.21456577126683e-06	5.98168408333682e-06	0
ENSG00000198088	3.68097165872681e-07	1.48877094514623e-06	0	0	1.53576096187781e-06	0	0
ENSG00000080572	0	0	0	0	0	0	0
ENSG00000227610	0	0	0	0	0	0	0
ENSG00000147234	0	0	0	0	3.07152192375561e-06	0	0
ENSG00000147224	5.26378947197934e-05	4.01968155189483e-05	1.79371574581543e-05	6.9808259979257e-05	5.5287394627601e-05	1.79450522500105e-05	0
ENSG00000157514	0.000954475951107862	0.00102874072309605	0.000544479521552363	0.000624950136957158	0.00090302744558415	0.000520406515250304	0.00138516145788243
ENSG00000170935	0	0	0	0	0	0	0
ENSG00000080561	1.10429149761804e-06	0	0	0	4.60728288563342e-06	0	0
ENSG00000236064	0	0	0	0	0	0	0
ENSG00000170925	0	0	0	0	0	0	0
ENSG00000101842	9.93862347856239e-06	0	1.73585394756332e-06	3.32420285615509e-06	3.07152192375561e-06	5.98168408333682e-06	0
ENSG00000101843	1.17791093079258e-05	7.44385472573117e-06	1.21509776329433e-05	6.64840571231019e-06	1.22860876950224e-05	1.79450522500105e-05	0
ENSG00000101844	1.03067206444351e-05	1.19101675611699e-05	6.9434157902533e-06	2.32694199930857e-05	1.53576096187781e-05	5.98168408333682e-06	0
ENSG00000197565	0	0	0	0	0	0	0
ENSG00000188153	0	0	0	0	0	0	0
ENSG00000260548	0	0	0	0	0	0	0
ENSG00000133124	0	0	0	0	0	0	0
ENSG00000237863	0	0	0	0	0	0	0
ENSG00000101890	0	0	0	0	0	0	0
ENSG00000101888	8.46623481507167e-06	5.95508378058494e-05	2.1408865353281e-05	5.31872456984815e-05	1.99648925044115e-05	5.98168408333682e-06	0
ENSG00000176076	3.68097165872681e-07	0	1.15723596504222e-06	0	0	0	0
ENSG00000068366	4.04906882459949e-06	8.93262567087741e-06	9.83650570285884e-06	6.64840571231019e-06	1.22860876950224e-05	5.98168408333682e-06	0
ENSG00000157600	1.84048582936341e-06	1.48877094514623e-06	1.15723596504222e-05	3.32420285615509e-06	3.07152192375561e-06	5.98168408333682e-06	0
ENSG00000101935	1.06748178103078e-05	5.95508378058494e-06	5.20756184268997e-06	9.97260856846528e-06	1.07503267331446e-05	0	0
ENSG00000133136	3.68097165872681e-07	0	1.15723596504222e-06	3.32420285615509e-06	1.53576096187781e-06	0	0
ENSG00000243978	0	0	0	0	0	0	0
ENSG00000101938	0	0	0	0	0	0	0
ENSG00000077264	1.84048582936341e-06	0	0	0	1.53576096187781e-06	0	0
ENSG00000077274	0	0	0	0	0	0	0
ENSG00000077279	0	0	0	0	0	0	0
ENSG00000260802	0	0	0	0	0	0	0
ENSG00000101901	3.27606477626686e-05	6.55059215864343e-05	3.06667530736187e-05	3.32420285615509e-05	1.84291315425337e-05	1.79450522500105e-05	0
ENSG00000229487	0	0	0	0	0	0	0
ENSG00000072315	0	1.48877094514623e-06	0	0	0	0	0
ENSG00000204025	0	0	0	0	0	0	0
ENSG00000187823	0	0	0	0	0	0	0
ENSG00000182508	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000126016	0	0	0	0	1.53576096187781e-06	0	0
ENSG00000241743	0	0	0	0	0	0	0
ENSG00000147246	0	0	0	0	0	0	0
ENSG00000123496	0	0	0	0	0	0	0
ENSG00000130224	0	0	0	0	0	0	0
ENSG00000175718	0	0	0	0	0	0	0
ENSG00000102021	0	0	0	0	0	0	0
ENSG00000271826	0	0	0	0	0	0	0
ENSG00000102024	0	0	0	0	1.53576096187781e-06	1.19633681666736e-05	0
ENSG00000228532	5.8895546539629e-05	4.01968155189483e-05	5.14970004443786e-05	6.31598542669468e-05	5.68231555894788e-05	5.98168408333682e-05	0
ENSG00000229335	0	0	0	0	0	0	0
ENSG00000235244	0	0	0	0	0	0	0
ENSG00000180772	0	0	0	0	0	0	0
ENSG00000087916	0	0	0	0	0	0	0
ENSG00000204019	0	0	0	0	0	0	0
ENSG00000230159	0	0	0	0	0	0	0
ENSG00000003096	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000131725	2.20858299523609e-06	2.97754189029247e-06	2.89308991260554e-06	6.64840571231019e-06	6.14304384751122e-06	0	0
ENSG00000147251	1.17791093079258e-05	1.19101675611699e-05	1.73585394756332e-05	2.99178257053958e-05	1.84291315425337e-05	5.98168408333682e-06	0
ENSG00000131724	1.47238866349072e-06	1.04213966160236e-05	2.19874833358021e-05	0	0	7.77618930833787e-05	0
ENSG00000174460	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000203650	0	0	0	0	1.53576096187781e-06	0	0
ENSG00000175556	1.47238866349072e-06	0	1.73585394756332e-06	3.32420285615509e-06	0	0	0
ENSG00000250423	0	0	0	0	0	0	0
ENSG00000101856	1.25153036396712e-05	8.93262567087741e-06	1.79371574581543e-05	3.6566231417706e-05	1.99648925044115e-05	1.79450522500105e-05	0.00134187516232361
ENSG00000230392	0	0	0	0	0	0	0
ENSG00000226661	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000077713	3.31287449285413e-06	7.44385472573117e-06	4.62894386016886e-06	0	4.60728288563342e-06	0	0
ENSG00000005022	0.00028012194322911	0.000330507149822464	0.000672354095689527	0.00035901390846475	0.000327117084879973	0.00075369219450044	0.000303004068911783
ENSG00000018610	8.09813764919898e-06	1.63764803966086e-05	3.47170789512665e-06	1.99452171369306e-05	7.67880480938903e-06	0	0
ENSG00000077721	3.97544939142496e-05	7.14610053670193e-05	6.9434157902533e-05	7.31324628354121e-05	8.13953309795237e-05	0.0001136519975834	0.000129858886676478
ENSG00000186416	6.62574898570826e-06	5.95508378058494e-06	4.62894386016886e-06	3.32420285615509e-06	4.60728288563342e-06	0	0
ENSG00000125354	0.000122944453401475	0.000128034301282576	4.33963486890831e-05	0.000186155359944685	0.000152040335225903	5.38351567500314e-05	0.000173145182235304
ENSG00000187808	1.10429149761804e-06	1.48877094514623e-05	9.25788772033773e-06	0	1.53576096187781e-06	0	0
ENSG00000198918	0.000221594493855354	0.000178652513417548	0.000159698563175826	5.98356514107917e-05	0.000109039028293324	0.000269175783750157	0
ENSG00000125351	3.49692307579047e-05	5.80620668607031e-05	1.50440675455488e-05	7.31324628354121e-05	2.76436973138005e-05	8.37435771667155e-05	0
ENSG00000125352	5.96317408713743e-05	5.80620668607031e-05	6.48052140423641e-05	7.64566656915672e-05	0.000136682725607125	5.98168408333682e-05	4.32862955588261e-05
ENSG00000125356	0.000156809392661762	0.000147388323569477	0.000207723855725078	0.000239342605643167	0.000168933705806559	0.000215340627000126	0.000129858886676478
ENSG00000186471	0	0	0	0	0	0	0
ENSG00000227285	3.68097165872681e-07	0	5.78617982521108e-07	0	0	0	0
ENSG00000101882	2.61348987769604e-05	2.38203351223398e-05	3.2402607021182e-05	4.98630428423264e-05	9.36814186745461e-05	4.78534726666946e-05	0
ENSG00000234493	0	0	0	0	0	0	0
ENSG00000258545	0	0	0	0	0	0	0
ENSG00000203989	0	0	0	0	0	0	0
ENSG00000101883	0	0	0	0	0	0	0
ENSG00000228139	0	0	0	0	0	0	0
ENSG00000131721	0	0	0	0	0	0	0
ENSG00000177485	3.31287449285413e-06	7.44385472573117e-06	5.20756184268997e-06	3.32420285615509e-06	3.07152192375561e-06	1.19633681666736e-05	0
ENSG00000125355	0	0	0	0	0	0	0
ENSG00000101892	0	0	0	0	0	0	0
ENSG00000005893	2.46625101134696e-05	1.63764803966086e-05	3.47170789512665e-05	3.6566231417706e-05	2.76436973138005e-05	2.39267363333473e-05	4.32862955588261e-05
ENSG00000158290	6.62574898570826e-06	8.93262567087741e-06	5.78617982521108e-06	6.64840571231019e-06	3.07152192375561e-06	0.000167487154333431	0
ENSG00000232119	4.34354655729764e-05	3.72192736286559e-05	4.57108206191675e-05	5.98356514107917e-05	4.60728288563342e-05	2.39267363333473e-05	4.32862955588261e-05
ENSG00000171155	1.10429149761804e-05	3.42417317383634e-05	6.36479780773219e-06	2.99178257053958e-05	1.53576096187781e-05	1.79450522500105e-05	0
ENSG00000236446	0	0	0	0	0	0	0
ENSG00000226685	0	0	0	0	0	0	0
ENSG00000226929	0	0	0	0	0	0	0
ENSG00000224089	0	0	0	0	0	0	0
ENSG00000226600	0	0	0	0	0	0	0
ENSG00000230347	0	0	0	0	0	0	0
ENSG00000228517	0	0	0	0	0	0	0
ENSG00000237957	0	0	0	0	0	0	0
ENSG00000226023	0	0	0	0	0	0	0
ENSG00000230594	0	0	0	0	0	0	0
ENSG00000236126	0	0	0	0	0	0	0
ENSG00000236371	0	0	0	0	0	0	0
ENSG00000242362	0	0	0	0	0	0	0
ENSG00000182890	0	0	0	0	1.53576096187781e-06	0	0
ENSG00000260585	0	0	0	0	0	0	0
ENSG00000125675	0	0	0	0	0	0	0
ENSG00000125676	3.75459109190135e-05	5.21069830801182e-05	2.89308991260554e-05	5.98356514107917e-05	3.68582630850673e-05	2.39267363333473e-05	0
ENSG00000101966	1.65643724642706e-05	2.67978770126322e-05	1.79371574581543e-05	2.32694199930857e-05	2.61079363519227e-05	3.58901045000209e-05	4.32862955588261e-05
ENSG00000237331	0	0	0	0	0	0	0
ENSG00000232412	7.36194331745362e-07	0	1.73585394756332e-06	3.32420285615509e-06	3.07152192375561e-06	0	0
ENSG00000101972	1.6196275298398e-05	1.9354022286901e-05	1.79371574581543e-05	3.6566231417706e-05	1.22860876950224e-05	1.79450522500105e-05	0
ENSG00000183918	5.48464777150295e-05	4.4663128354387e-06	7.5220337727744e-06	0.000142940722814669	0.000144361530416514	5.98168408333682e-06	0
ENSG00000009694	2.20858299523609e-06	2.97754189029247e-06	1.73585394756332e-06	0	3.07152192375561e-06	0	0
ENSG00000237208	0	0	0	0	0	0	0
ENSG00000198354	0	0	0	0	0	0	0
ENSG00000198889	0	0	0	0	0	0	0
ENSG00000183631	0	0	0	0	0	0	0
ENSG00000260683	0	0	0	0	0	0	0
ENSG00000123165	0	0	0	0	0	0	0
ENSG00000225689	0	0	0	0	0	0	0
ENSG00000102038	0	0	0	0	0	0	0
ENSG00000122126	3.68097165872681e-07	1.48877094514623e-06	5.78617982521108e-07	3.32420285615509e-06	0	5.98168408333682e-06	0
ENSG00000171388	0	0	0	0	0	0	0
ENSG00000122121	0	0	0	0	3.07152192375561e-06	0	0
ENSG00000122122	3.42330364261593e-05	5.95508378058494e-05	7.00127758850541e-05	0.000156237534239289	7.52522871320125e-05	5.38351567500314e-05	4.32862955588261e-05
ENSG00000188706	2.94477732698145e-06	2.97754189029247e-06	1.15723596504222e-06	0	1.53576096187781e-06	0	0
ENSG00000235189	0	0	0	0	0	0	0
ENSG00000156697	1.14110121420531e-05	5.95508378058494e-06	1.21509776329433e-05	1.66210142807755e-05	6.14304384751122e-06	5.98168408333682e-06	0
ENSG00000085185	7.36194331745362e-07	0	4.62894386016886e-06	0	3.07152192375561e-06	0	0
ENSG00000102034	7.36194331745362e-06	7.44385472573117e-06	2.02516293882388e-05	2.65936228492408e-05	1.53576096187781e-05	1.79450522500105e-05	0
ENSG00000156709	8.83433198094435e-06	8.93262567087741e-06	1.50440675455488e-05	2.99178257053958e-05	6.14304384751122e-06	1.19633681666736e-05	0
ENSG00000134594	1.36195951372892e-05	5.95508378058494e-06	4.05032587764776e-06	3.6566231417706e-05	1.53576096187781e-05	5.98168408333682e-06	8.65725911176522e-05
ENSG00000056277	1.10429149761804e-06	4.4663128354387e-06	1.73585394756332e-06	9.97260856846528e-06	3.07152192375561e-06	0	0
ENSG00000102078	6.62574898570826e-06	3.27529607932172e-05	6.9434157902533e-06	1.32968114246204e-05	6.14304384751122e-06	5.98168408333682e-06	0
ENSG00000147262	0	0	0	0	0	0	0
ENSG00000134597	3.64416194213954e-05	2.5309106067486e-05	3.00881350910976e-05	2.99178257053958e-05	4.7608589818212e-05	1.79450522500105e-05	0
ENSG00000229702	0	0	0	0	0	0	0
ENSG00000165675	7.36194331745362e-06	5.95508378058494e-06	4.62894386016886e-06	6.64840571231019e-06	3.07152192375561e-06	0	0
ENSG00000228659	0	0	0	0	0	0	0
ENSG00000147256	0	0	0	0	0	0	0
ENSG00000147255	0	0	0	0	0	0	0
ENSG00000171054	0	0	0	0	0	0	0
ENSG00000213468	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000134602	2.09815384547428e-05	2.38203351223398e-05	1.21509776329433e-05	3.6566231417706e-05	1.53576096187781e-05	0	0
ENSG00000165694	0	0	0	0	0	0	0
ENSG00000123728	1.28834008055438e-05	1.63764803966086e-05	1.33082135979855e-05	3.6566231417706e-05	1.53576096187781e-05	5.98168408333682e-06	4.32862955588261e-05
ENSG00000232160	7.36194331745362e-07	1.48877094514623e-06	1.73585394756332e-06	0	0	0	0
ENSG00000076770	2.57668016110877e-06	2.97754189029247e-06	6.36479780773219e-06	6.64840571231019e-06	3.07152192375561e-06	0	0
ENSG00000171004	0	0	0	0	0	0	0
ENSG00000235849	0	0	0	0	0	0	0
ENSG00000134588	0	0	0	0	0	0	0
ENSG00000183434	0	0	0	0	0	0	0
ENSG00000076716	0	0	0	3.32420285615509e-06	0	0	0
ENSG00000147257	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000203952	0	0	0	0	0	0	0
ENSG00000156531	9.20242914681703e-06	1.78652513417548e-05	6.9434157902533e-06	2.32694199930857e-05	6.14304384751122e-06	5.98168408333682e-06	0
ENSG00000165704	6.33127125301011e-05	4.01968155189483e-05	3.47170789512665e-05	6.31598542669468e-05	6.14304384751122e-05	4.18717885833578e-05	0
ENSG00000223749	0	0	5.78617982521108e-07	0	0	0	0
ENSG00000227060	0	0	0	0	0	0	0
ENSG00000170965	0	0	0	0	0	0	0
ENSG00000235813	0	0	0	0	0	0	0
ENSG00000156504	2.17177327864882e-05	1.78652513417548e-05	1.04151236853799e-05	9.97260856846528e-06	1.99648925044115e-05	1.79450522500105e-05	0
ENSG00000156500	6.99384615158094e-06	4.4663128354387e-06	5.78617982521108e-06	6.64840571231019e-06	1.53576096187781e-06	0	0
ENSG00000101928	8.83433198094435e-06	1.48877094514623e-05	3.47170789512665e-06	1.66210142807755e-05	1.22860876950224e-05	0	0
ENSG00000236091	0	0	0	0	0	0	0
ENSG00000184785	3.68097165872681e-07	2.97754189029247e-06	1.15723596504222e-06	3.32420285615509e-06	0	0	0
ENSG00000212747	0	0	1.73585394756332e-06	0	0	0	0
ENSG00000134590	1.25153036396712e-05	8.93262567087741e-06	4.39749666716042e-05	2.32694199930857e-05	1.38218486569003e-05	2.39267363333473e-05	4.32862955588261e-05
ENSG00000203950	1.17791093079258e-05	1.19101675611699e-05	1.6201303510591e-05	1.99452171369306e-05	1.07503267331446e-05	1.19633681666736e-05	4.32862955588261e-05
ENSG00000228372	0	0	0	0	0	0	0
ENSG00000196972	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000224107	0	0	0	0	0	0	0
ENSG00000223809	0	0	0	0	0	0	0
ENSG00000169551	0	0	0	0	0	0	0
ENSG00000186376	5.8895546539629e-06	2.97754189029247e-06	1.15723596504222e-06	6.64840571231019e-06	1.53576096187781e-06	0	0
ENSG00000238210	0	0	0	0	0	0	0
ENSG00000173275	7.36194331745362e-07	0	0	0	3.07152192375561e-06	0	0
ENSG00000229015	0	0	0	0	0	0	0
ENSG00000178947	0	1.48877094514623e-06	0	0	0	0	0
ENSG00000225235	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000165359	5.52145748809022e-06	4.4663128354387e-06	7.5220337727744e-06	0	3.07152192375561e-06	1.19633681666736e-05	0
ENSG00000232478	0	0	0	0	0	0	0
ENSG00000242185	0	0	0	0	0	0	0
ENSG00000232417	0	0	0	0	0	0	0
ENSG00000228836	0	0	0	0	0	0	0
ENSG00000242284	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000226907	0	0	0	0	0	0	0
ENSG00000181433	0	0	0	0	0	0	0
ENSG00000169446	1.36195951372892e-05	1.04213966160236e-05	1.27295956154644e-05	6.64840571231019e-06	1.38218486569003e-05	5.98168408333682e-06	0
ENSG00000198689	4.78526315634485e-06	0	2.89308991260554e-06	0	4.60728288563342e-06	5.98168408333682e-06	0
ENSG00000022267	3.20244534309233e-05	1.33989385063161e-05	4.05032587764776e-06	9.97260856846528e-06	9.21456577126683e-06	1.19633681666736e-05	0.000476149251147087
ENSG00000129680	9.20242914681703e-06	1.78652513417548e-05	6.36479780773219e-06	1.32968114246204e-05	9.21456577126683e-06	2.39267363333473e-05	0
ENSG00000156920	0	0	0	0	0	0	0
ENSG00000102239	0	0	0	0	0	0	0
ENSG00000102241	5.22697975539207e-05	4.16855864640946e-05	2.1408865353281e-05	5.31872456984815e-05	4.60728288563342e-05	4.18717885833578e-05	0
ENSG00000102243	0	0	0	0	0	0	0
ENSG00000102245	0.000107852469600696	8.93262567087741e-06	6.36479780773219e-06	6.64840571231019e-06	3.83940240469451e-05	5.98168408333682e-06	0
ENSG00000129675	1.98772469571248e-05	2.23315641771935e-05	2.25661013183232e-05	3.6566231417706e-05	2.61079363519227e-05	2.39267363333473e-05	4.32862955588261e-05
ENSG00000232611	1.47238866349072e-06	1.48877094514623e-06	5.78617982521108e-07	3.32420285615509e-06	1.53576096187781e-06	0	0
ENSG00000147274	0.000210551578879174	0.000199495306649595	0.000117459450451785	0.000179506954232375	0.00017507674965407	0.000167487154333431	4.32862955588261e-05
ENSG00000165370	0	0	0	0	0	0	0
ENSG00000224765	0	0	0	0	0	0	0
ENSG00000156925	0	0	0	0	0	0	0
ENSG00000232183	0	0	0	0	0	0	0
ENSG00000129682	0	0	0	0	0	0	0
ENSG00000226031	0	0	0	0	0	0	0
ENSG00000101981	0	0	0	0	0	0	0
ENSG00000101977	0	0	0	3.32420285615509e-06	0	0	0
